shipment_id,order_line_key,shipment_date,Customer_Key,Plant_Key,Material_Key,Delivery_Qty,Ship_Method,Carrier,Tracking_Number
21997,22556,2027-02-22,43648,9,1520,193,Air,DHL,TRK6895359198
21998,22557,2025-03-05,25184,13,6232,487,FTL,XPO,TRK1538955341
21999,22558,2026-07-31,44484,27,3502,532,Air,FedEx,TRK8382785205
22000,22559,2025-10-12,8174,10,3445,2,Air,FedEx,TRK4695273902
22001,22559,2025-10-14,8174,10,3445,5,LTL,XPO,TRK8719528420
22002,22561,2025-10-05,7799,6,4810,555,FTL,FedEx,TRK8067258277
22003,22563,2024-12-03,24650,25,5356,508,FTL,FedEx,TRK5614212917
22004,22564,2026-02-06,514,13,8492,315,FTL,FedEx,TRK9708493477
22005,22565,2026-06-17,7196,28,837,352,Air,DB Schenker,TRK8368944093
22006,22566,2024-08-30,10083,10,3100,187,LTL,DB Schenker,TRK5960388980
22007,22567,2027-01-13,25756,23,8644,172,LTL,Maersk,TRK9519761477
22008,22567,2027-01-15,25756,23,8644,325,Parcel,DB Schenker,TRK6569585267
22009,22568,2026-08-09,3877,30,6085,669,Parcel,Maersk,TRK2137440000
22010,22569,2025-03-18,34641,21,3605,342,FTL,DHL,TRK2877081063
22011,22571,2025-07-30,4937,14,1840,155,LTL,Maersk,TRK8168031078
22012,22571,2025-08-01,4937,14,1840,112,FTL,UPS,TRK9700638703
22013,22572,2026-01-29,8496,30,4818,258,FTL,Maersk,TRK5670024575
22014,22573,2026-01-30,49906,3,1388,1,LTL,XPO,TRK4836660619
22015,22573,2026-02-01,49906,3,1388,3,Air,XPO,TRK7269074947
22016,22574,2026-07-04,10133,32,4390,634,FTL,DHL,TRK8855243084
22017,22576,2024-08-30,43102,27,6419,663,Air,DHL,TRK8482492546
22018,22577,2025-11-20,48825,3,8642,310,FTL,DB Schenker,TRK5597839176
22019,22578,2026-09-20,4083,8,6165,382,FTL,DHL,TRK2146472435
22020,22579,2025-10-23,9033,10,5763,42,FTL,DB Schenker,TRK5524708898
22021,22581,2026-10-11,17734,30,2371,206,FTL,DB Schenker,TRK7383370765
22022,22582,2026-07-01,18515,14,9742,610,LTL,DB Schenker,TRK8880610270
22023,22583,2026-02-11,36155,27,3000,76,Air,FedEx,TRK8251282407
22024,22584,2025-11-06,4105,17,9501,128,FTL,Maersk,TRK1699913496
22025,22585,2026-12-10,40149,33,6496,246,Parcel,DHL,TRK6219908533
22026,22586,2025-08-14,36736,6,2650,410,Air,DHL,TRK6723667269
22027,22587,2025-03-04,3794,18,7914,72,Parcel,DHL,TRK6620633318
22028,22588,2026-09-28,36749,11,2734,425,Parcel,XPO,TRK2192802028
22029,22589,2026-07-22,22265,21,2713,4,FTL,UPS,TRK9852236418
22030,22590,2026-05-30,488,26,766,39,Parcel,DB Schenker,TRK3244417025
22031,22590,2026-06-01,488,26,766,123,Parcel,UPS,TRK5841617416
22032,22592,2025-09-14,2489,31,1700,634,Parcel,Maersk,TRK9330472682
22033,22593,2027-02-07,42447,11,1231,166,Air,Maersk,TRK9254049889
22034,22594,2026-06-28,18514,22,6303,618,Air,DHL,TRK5312303566
22035,22595,2024-11-09,44297,7,422,179,FTL,DHL,TRK1142509175
22036,22595,2024-11-11,44297,7,422,220,LTL,UPS,TRK9955933270
22037,22597,2024-11-01,30995,12,6816,14,Parcel,DHL,TRK6873104539
22038,22597,2024-11-03,30995,12,6816,431,Parcel,Maersk,TRK4283311976
22039,22599,2025-03-03,15762,16,5427,470,LTL,DHL,TRK2739151847
22040,22600,2024-10-13,24537,21,2202,227,Parcel,DHL,TRK9018014912
22041,22601,2026-05-06,38773,30,4865,97,Air,XPO,TRK4922325943
22042,22601,2026-05-08,38773,30,4865,54,Air,Maersk,TRK3733334818
22043,22602,2026-06-05,8000,9,7948,619,Air,DHL,TRK6497520961
22044,22603,2024-10-14,12054,4,4510,598,FTL,XPO,TRK8073617085
22045,22604,2025-11-25,811,32,1101,289,FTL,Maersk,TRK1092613078
22046,22605,2026-07-12,6390,26,6020,47,FTL,Maersk,TRK4079206609
22047,22605,2026-07-14,6390,26,6020,432,Air,UPS,TRK6544314634
22048,22606,2026-12-28,5031,29,7465,81,LTL,UPS,TRK3139140569
22049,22607,2025-11-20,24978,9,6031,583,Air,DB Schenker,TRK6385173292
22050,22608,2025-07-06,30728,20,7493,124,Parcel,XPO,TRK5152606785
22051,22609,2027-01-16,23802,25,3871,238,Parcel,DB Schenker,TRK6401960581
22052,22610,2025-02-18,10929,29,9875,164,Parcel,Maersk,TRK1080848053
22053,22611,2026-02-19,46549,18,4813,375,Parcel,Maersk,TRK9317887633
22054,22611,2026-02-21,46549,18,4813,240,FTL,XPO,TRK8720859150
22055,22613,2024-10-16,3759,3,5924,446,Air,XPO,TRK3650038206
22056,22615,2027-01-17,44790,18,456,510,Parcel,XPO,TRK8706713721
22057,22616,2026-03-03,5520,17,2689,128,Parcel,DHL,TRK1717602032
22058,22617,2025-02-16,1251,7,8541,276,Parcel,DB Schenker,TRK5289572141
22059,22619,2024-10-04,23557,34,2605,633,FTL,DB Schenker,TRK4717547980
22060,22620,2024-11-27,2807,19,8614,323,Air,Maersk,TRK5195231560
22061,22620,2024-11-29,2807,19,8614,219,FTL,DB Schenker,TRK3509854222
22062,22621,2025-01-28,2600,4,1441,406,LTL,XPO,TRK3111535662
22063,22622,2026-02-13,5512,25,7451,604,LTL,DB Schenker,TRK2232385283
22064,22625,2026-11-04,9087,30,8914,472,FTL,FedEx,TRK3847370169
22065,22626,2026-06-18,3023,14,1502,250,Air,Maersk,TRK3555826830
22066,22627,2027-01-19,46951,26,7759,37,FTL,XPO,TRK6157815591
22067,22632,2025-11-01,4060,9,1378,388,Air,DB Schenker,TRK6419992691
22068,22632,2025-11-03,4060,9,1378,173,Parcel,UPS,TRK2822478161
22069,22633,2026-09-07,7608,33,27,194,LTL,DHL,TRK8940302264
22070,22634,2027-02-23,33144,9,8898,256,Parcel,Maersk,TRK4279608788
22071,22635,2026-03-29,22885,7,403,130,LTL,DHL,TRK3775266499
22072,22636,2026-08-22,43992,14,9549,379,LTL,FedEx,TRK4886911718
22073,22638,2026-04-17,13498,30,2028,115,FTL,DB Schenker,TRK2166335577
22074,22638,2026-04-19,13498,30,2028,543,Air,UPS,TRK2498049486
22075,22639,2026-10-02,14078,34,5143,239,Parcel,DB Schenker,TRK1707249013
22076,22639,2026-10-04,14078,34,5143,195,Parcel,UPS,TRK4712404499
22077,22640,2026-07-29,16113,18,3793,80,Parcel,Maersk,TRK9401176205
22078,22641,2025-08-09,31407,9,9530,101,LTL,FedEx,TRK2055364085
22079,22641,2025-08-11,31407,9,9530,86,Air,XPO,TRK8129916427
22080,22642,2025-12-10,24277,26,9878,200,Air,Maersk,TRK9051996102
22081,22643,2025-04-22,36711,8,3788,3,LTL,DB Schenker,TRK4344401897
22082,22644,2025-08-29,4203,14,9990,23,Parcel,DB Schenker,TRK1004537419
22083,22644,2025-08-31,4203,14,9990,61,Parcel,DHL,TRK9121961718
22084,22645,2026-09-26,2394,15,1063,583,FTL,DHL,TRK7321105557
22085,22646,2025-07-03,22442,7,1413,629,Air,DB Schenker,TRK8754900545
22086,22647,2025-06-10,44391,15,4817,324,Parcel,DB Schenker,TRK3844186312
22087,22648,2024-11-05,4866,4,2183,328,Air,DB Schenker,TRK7479845103
22088,22649,2026-06-13,2643,30,2382,96,Air,XPO,TRK2903421166
22089,22650,2025-11-09,28699,13,5100,41,Air,DB Schenker,TRK6926701118
22090,22650,2025-11-11,28699,13,5100,331,Parcel,Maersk,TRK2376368784
22091,22651,2026-06-24,19345,29,1193,107,LTL,FedEx,TRK5597663256
22092,22652,2025-02-01,21405,18,3884,313,Air,DHL,TRK2280174320
22093,22653,2026-12-25,7770,18,9285,17,Air,XPO,TRK3690852542
22094,22653,2026-12-27,7770,18,9285,626,LTL,DHL,TRK3803400516
22095,22656,2025-08-06,34642,28,9773,96,Parcel,DB Schenker,TRK6309681294
22096,22657,2025-04-24,27397,28,2688,90,Air,UPS,TRK8178797219
22097,22657,2025-04-26,27397,28,2688,86,FTL,UPS,TRK4789020328
22098,22658,2026-11-19,9725,13,1770,102,Air,DB Schenker,TRK4540285684
22099,22659,2024-10-29,5551,28,908,278,Air,Maersk,TRK4706060887
22100,22660,2026-02-11,37741,30,5539,136,LTL,Maersk,TRK7008239861
22101,22661,2026-10-23,25852,1,9093,83,LTL,DB Schenker,TRK1934082238
22102,22661,2026-10-25,25852,1,9093,61,FTL,Maersk,TRK4094045272
22103,22662,2027-01-14,13832,27,9201,82,LTL,Maersk,TRK9065429529
22104,22663,2024-12-02,46617,8,7398,601,FTL,FedEx,TRK4229934638
22105,22664,2026-04-12,9680,27,5460,331,FTL,DHL,TRK6023913195
22106,22665,2026-01-15,36856,24,1112,138,FTL,Maersk,TRK3317003709
22107,22666,2026-01-28,15466,27,3096,549,Air,DHL,TRK9512350548
22108,22667,2025-09-26,48415,32,6045,430,Parcel,XPO,TRK9576546406
22109,22668,2026-06-08,22769,13,4136,37,LTL,UPS,TRK3616946497
22110,22668,2026-06-10,22769,13,4136,49,Air,DHL,TRK8189595210
22111,22669,2026-07-17,9310,12,3719,544,Parcel,UPS,TRK4895743926
22112,22671,2026-03-03,2340,2,5061,1,FTL,Maersk,TRK5718634088
22113,22671,2026-03-05,2340,2,5061,8,Parcel,Maersk,TRK4556261126
22114,22672,2027-02-06,7307,28,1513,613,Air,DHL,TRK9626674065
22115,22673,2024-10-05,6170,23,481,387,Parcel,Maersk,TRK2020949283
22116,22675,2026-03-05,7417,30,4370,677,LTL,XPO,TRK3120317387
22117,22676,2026-07-25,19255,5,8868,310,FTL,UPS,TRK1267808715
22118,22677,2026-08-03,6416,19,1033,490,Air,DHL,TRK4879930059
22119,22678,2026-11-11,3157,13,6282,504,Air,FedEx,TRK3508450837
22120,22679,2027-02-12,6260,3,9101,216,Parcel,UPS,TRK6414984598
22121,22680,2024-11-19,8806,14,8392,159,LTL,XPO,TRK9317524545
22122,22680,2024-11-21,8806,14,8392,520,Parcel,FedEx,TRK6120899673
22123,22681,2025-10-23,1968,35,4761,203,Air,UPS,TRK1032331764
22124,22682,2025-09-14,2161,21,8332,244,Parcel,DB Schenker,TRK2939826595
22125,22682,2025-09-16,2161,21,8332,125,FTL,DB Schenker,TRK5618219321
22126,22683,2026-01-05,34464,17,1103,613,Air,XPO,TRK7325173880
22127,22685,2026-07-14,7439,11,7657,207,FTL,FedEx,TRK3298659971
22128,22685,2026-07-16,7439,11,7657,213,Parcel,DB Schenker,TRK1185667595
22129,22686,2026-06-10,25824,18,6690,572,Parcel,XPO,TRK9421695697
22130,22687,2026-02-07,38860,17,1034,299,Air,UPS,TRK7513787195
22131,22687,2026-02-09,38860,17,1034,489,Parcel,Maersk,TRK2957529187
22132,22688,2025-10-24,1293,21,4048,341,Air,FedEx,TRK9169797940
22133,22689,2024-12-26,46113,16,2256,151,Air,Maersk,TRK1613165116
22134,22689,2024-12-28,46113,16,2256,633,Air,FedEx,TRK1797865089
22135,22691,2027-02-09,794,5,8508,463,LTL,XPO,TRK7764447091
22136,22694,2024-12-27,9776,10,9682,70,LTL,DHL,TRK6383797346
22137,22694,2024-12-29,9776,10,9682,187,LTL,XPO,TRK4010698415
22138,22695,2026-09-01,4928,23,9005,35,FTL,UPS,TRK9443113344
22139,22697,2024-12-14,19879,8,2220,344,LTL,FedEx,TRK9575785576
22140,22698,2026-05-24,999,7,527,403,FTL,XPO,TRK3963741211
22141,22699,2025-06-25,195,25,3161,126,Air,FedEx,TRK5738828826
22142,22700,2024-09-15,8986,6,345,133,FTL,DB Schenker,TRK2473250034
22143,22701,2025-06-07,20305,1,464,242,Air,FedEx,TRK9430558458
22144,22702,2024-11-22,24531,3,2004,63,Parcel,FedEx,TRK5166431598
22145,22702,2024-11-24,24531,3,2004,631,FTL,Maersk,TRK4358733579
22146,22703,2024-10-29,16984,26,7398,13,FTL,UPS,TRK9590393027
22147,22704,2024-09-02,27154,7,8068,542,Air,DB Schenker,TRK6717191204
22148,22705,2025-03-10,3665,24,533,380,LTL,UPS,TRK2680088044
22149,22706,2026-03-08,27312,23,3941,498,LTL,DHL,TRK7001079199
22150,22707,2026-03-01,48857,20,3072,320,LTL,Maersk,TRK3924765138
22151,22708,2026-03-06,6372,29,2000,217,Air,DB Schenker,TRK5093970184
22152,22709,2025-10-11,41420,30,2694,216,LTL,FedEx,TRK7800929976
22153,22709,2025-10-13,41420,30,2694,120,LTL,DHL,TRK3940688113
22154,22710,2026-07-04,22670,24,2858,17,Parcel,DHL,TRK1180514463
22155,22710,2026-07-06,22670,24,2858,92,Air,UPS,TRK5166232112
22156,22711,2024-12-10,42877,18,3586,109,Air,UPS,TRK9324346890
22157,22713,2024-12-02,8173,12,6410,670,LTL,Maersk,TRK2989430454
22158,22714,2026-05-19,26950,15,316,570,FTL,FedEx,TRK6449976714
22159,22715,2025-07-08,7938,29,6678,271,FTL,UPS,TRK2445023319
22160,22715,2025-07-10,7938,29,6678,148,Parcel,UPS,TRK1091587332
22161,22717,2026-01-30,44379,23,9257,664,LTL,DB Schenker,TRK1599976261
22162,22718,2025-06-09,31875,34,1927,113,Air,FedEx,TRK8774698712
22163,22718,2025-06-11,31875,34,1927,88,FTL,FedEx,TRK5374230561
22164,22719,2024-09-12,17019,19,4336,107,Parcel,UPS,TRK9977538348
22165,22719,2024-09-14,17019,19,4336,367,FTL,FedEx,TRK4289079839
22166,22720,2026-07-04,4235,35,5365,102,Air,FedEx,TRK5601719456
22167,22721,2026-11-07,6563,34,5438,19,LTL,XPO,TRK8251024634
22168,22721,2026-11-09,6563,34,5438,145,Air,DB Schenker,TRK5831625819
22169,22722,2025-01-28,942,24,2786,615,Air,DHL,TRK5518101107
22170,22723,2025-09-10,6360,11,4221,425,Parcel,DB Schenker,TRK4372953463
22171,22725,2025-06-29,8397,10,3778,96,Air,Maersk,TRK5634658734
22172,22726,2025-03-02,5166,35,5541,664,Parcel,XPO,TRK8748055259
22173,22728,2026-06-28,39029,8,7269,1,FTL,DHL,TRK7414865680
22174,22729,2025-10-08,5868,1,5645,499,Parcel,XPO,TRK8142624837
22175,22730,2025-03-25,16725,21,8473,207,LTL,FedEx,TRK9980453608
22176,22731,2025-03-22,4131,1,2609,534,Parcel,Maersk,TRK5279092749
22177,22732,2026-02-04,14828,33,6858,498,Air,FedEx,TRK6808175934
22178,22733,2025-10-14,15450,17,3930,52,Parcel,UPS,TRK5391329745
22179,22733,2025-10-16,15450,17,3930,137,Air,DHL,TRK3683111653
22180,22734,2026-02-20,492,3,2781,105,Parcel,DHL,TRK5876083142
22181,22735,2025-11-27,43681,16,460,296,FTL,XPO,TRK8363272967
22182,22736,2026-01-12,7170,20,3966,542,Parcel,Maersk,TRK6879294939
22183,22737,2025-11-18,30561,17,8238,215,Parcel,XPO,TRK8237813423
22184,22738,2024-08-20,47475,3,3197,471,Parcel,DHL,TRK1657931193
22185,22739,2026-09-02,1858,10,8689,432,Parcel,DB Schenker,TRK8644238958
22186,22740,2024-12-15,14021,34,3217,244,Parcel,XPO,TRK9044463938
22187,22740,2024-12-17,14021,34,3217,154,Parcel,DB Schenker,TRK9224123591
22188,22745,2026-12-19,5510,25,9053,556,FTL,DB Schenker,TRK6825328474
22189,22746,2025-09-15,15945,12,160,458,FTL,Maersk,TRK6416969723
22190,22747,2027-01-13,1892,21,4574,652,LTL,UPS,TRK2855934200
22191,22748,2025-06-04,7887,32,4069,528,LTL,UPS,TRK1355430881
22192,22749,2024-10-16,6836,5,9562,341,Parcel,UPS,TRK9474683905
22193,22750,2024-09-03,7464,15,7790,304,Parcel,DHL,TRK2154441775
22194,22751,2025-10-16,23028,23,7053,666,LTL,Maersk,TRK7701399755
22195,22752,2025-05-09,25559,30,4856,144,LTL,DB Schenker,TRK3073109134
22196,22753,2026-11-21,28685,7,1773,212,FTL,FedEx,TRK1280083139
22197,22753,2026-11-23,28685,7,1773,262,LTL,UPS,TRK9224673629
22198,22755,2024-09-12,9291,22,5513,308,Parcel,DHL,TRK5720546635
22199,22755,2024-09-14,9291,22,5513,246,Air,XPO,TRK6429722294
22200,22756,2026-07-16,2190,17,3173,190,FTL,FedEx,TRK7350858246
22201,22757,2025-12-14,9420,7,1315,254,LTL,UPS,TRK3089454731
22202,22758,2026-06-05,9671,26,7221,175,Air,DB Schenker,TRK6167891709
22203,22759,2024-10-20,43230,23,4146,180,LTL,UPS,TRK4274020257
22204,22760,2026-10-29,42877,27,6380,283,Air,Maersk,TRK7626406812
22205,22761,2027-01-30,41970,22,8673,23,Air,UPS,TRK1531649730
22206,22761,2027-02-01,41970,22,8673,28,Air,DB Schenker,TRK2393437352
22207,22762,2027-01-09,39447,23,1459,230,LTL,FedEx,TRK9298552347
22208,22763,2025-03-22,4558,13,991,244,Parcel,FedEx,TRK5748098319
22209,22763,2025-03-24,4558,13,991,491,FTL,XPO,TRK6089126916
22210,22764,2026-01-31,33010,16,39,245,Parcel,DB Schenker,TRK5228037416
22211,22765,2027-01-04,9170,32,5220,549,FTL,FedEx,TRK1452108761
22212,22766,2027-02-23,19673,6,6952,29,Air,XPO,TRK7669975493
22213,22767,2027-02-17,9315,8,3095,110,Air,DB Schenker,TRK3501234453
22214,22767,2027-02-19,9315,8,3095,84,Parcel,Maersk,TRK3924770067
22215,22768,2025-01-16,4991,34,7926,16,LTL,Maersk,TRK8512560130
22216,22768,2025-01-18,4991,34,7926,81,Parcel,XPO,TRK5134230051
22217,22769,2027-02-09,24391,33,5032,556,FTL,UPS,TRK3293824776
22218,22770,2025-04-22,9429,33,1670,372,Air,UPS,TRK3040045162
22219,22772,2025-09-11,9698,12,6787,243,FTL,FedEx,TRK6591284990
22220,22773,2024-12-17,20566,23,8947,200,Parcel,DB Schenker,TRK4600691524
22221,22775,2026-04-08,2934,22,8207,17,FTL,DB Schenker,TRK2119598649
22222,22776,2026-10-14,23359,1,4790,28,Air,Maersk,TRK6286976551
22223,22776,2026-10-16,23359,1,4790,121,FTL,Maersk,TRK1667664873
22224,22777,2025-05-26,14075,28,6706,282,Air,Maersk,TRK8715634547
22225,22779,2025-02-27,5142,18,6278,45,Air,FedEx,TRK4193332653
22226,22779,2025-03-01,5142,18,6278,133,LTL,XPO,TRK3636796970
22227,22780,2025-02-03,47741,5,8553,35,FTL,XPO,TRK2621950734
22228,22780,2025-02-05,47741,5,8553,25,Parcel,DB Schenker,TRK3955709404
22229,22781,2025-07-26,1654,32,9884,35,Air,DB Schenker,TRK4369125903
22230,22783,2026-10-17,2458,7,2300,41,LTL,DHL,TRK9679093136
22231,22784,2025-05-08,38278,35,3396,345,Air,DB Schenker,TRK9695870897
22232,22785,2026-05-07,36912,21,8082,591,LTL,Maersk,TRK2395033324
22233,22786,2025-09-04,37233,19,6148,596,LTL,FedEx,TRK5307221730
22234,22787,2025-10-25,8982,1,6316,619,Parcel,FedEx,TRK9663599014
22235,22788,2027-02-02,1144,31,3575,46,Air,UPS,TRK7490239136
22236,22788,2027-02-04,1144,31,3575,408,FTL,DB Schenker,TRK7070526048
22237,22789,2026-07-25,5615,19,7841,372,LTL,DB Schenker,TRK5896955149
22238,22790,2025-06-14,47354,20,6547,215,Air,FedEx,TRK2814472032
22239,22791,2025-12-12,7062,35,1731,105,LTL,DHL,TRK8456806531
22240,22792,2025-07-04,4822,27,8129,136,Air,Maersk,TRK7151645146
22241,22793,2027-01-18,3783,1,5938,164,Parcel,FedEx,TRK8924410229
22242,22794,2024-10-20,1315,10,1709,235,Air,FedEx,TRK4186213969
22243,22795,2026-07-07,2329,27,6062,468,FTL,XPO,TRK4311036262
22244,22796,2025-07-30,28619,1,9096,559,LTL,UPS,TRK5387484658
22245,22798,2025-02-05,4203,8,3380,112,Parcel,XPO,TRK3195776394
22246,22799,2025-06-10,22455,27,5678,26,LTL,Maersk,TRK4481924923
22247,22799,2025-06-12,22455,27,5678,24,FTL,Maersk,TRK4368752926
22248,22800,2024-09-21,43125,35,6084,11,FTL,FedEx,TRK5256073785
22249,22802,2024-09-19,40522,3,4684,110,Air,UPS,TRK8646111574
22250,22803,2026-03-10,16843,29,3781,281,Parcel,XPO,TRK7249536013
22251,22803,2026-03-12,16843,29,3781,332,FTL,XPO,TRK2514916994
22252,22804,2026-05-17,22663,5,216,433,LTL,Maersk,TRK7898110448
22253,22805,2025-03-18,28165,1,2112,500,FTL,XPO,TRK1734289269
22254,22809,2025-06-06,2567,5,6276,160,Air,FedEx,TRK6020761131
22255,22810,2025-02-11,22327,5,9177,315,Parcel,Maersk,TRK4562790878
22256,22812,2026-11-21,6669,23,3998,59,Air,Maersk,TRK1982557424
22257,22812,2026-11-23,6669,23,3998,405,Parcel,UPS,TRK3228758161
22258,22813,2025-06-26,2552,3,9915,391,Air,Maersk,TRK3225195569
22259,22814,2026-09-29,29042,15,6880,394,LTL,DB Schenker,TRK4442307230
22260,22816,2024-08-26,39406,18,5485,30,FTL,DB Schenker,TRK8975143552
22261,22817,2026-12-03,17165,24,924,211,Air,Maersk,TRK6323239297
22262,22818,2027-01-31,5478,27,5052,601,LTL,FedEx,TRK1417240663
22263,22820,2025-10-27,2445,8,4227,198,FTL,Maersk,TRK5336980713
22264,22822,2025-01-31,5874,25,4034,538,FTL,DB Schenker,TRK1403709739
22265,22824,2024-10-23,7991,11,7954,399,FTL,XPO,TRK7969336615
22266,22825,2025-04-10,8560,16,9506,175,LTL,FedEx,TRK7465814038
22267,22826,2026-03-29,22121,35,7229,541,Parcel,DB Schenker,TRK6473435920
22268,22827,2025-09-11,4193,22,6210,551,Air,Maersk,TRK7514231481
22269,22828,2026-04-04,1634,29,2120,646,LTL,DB Schenker,TRK7943512181
22270,22829,2025-04-18,5219,25,5906,595,Parcel,FedEx,TRK9864020296
22271,22830,2025-01-15,19138,23,8677,89,LTL,XPO,TRK4611488217
22272,22830,2025-01-17,19138,23,8677,429,Parcel,DB Schenker,TRK4252177822
22273,22831,2027-01-10,43164,11,8943,182,Air,XPO,TRK1213791292
22274,22833,2027-02-19,36937,3,5030,403,LTL,DHL,TRK2685850854
22275,22834,2025-07-14,18208,29,7202,327,FTL,XPO,TRK3213615818
22276,22835,2025-03-26,9283,31,3516,606,Parcel,Maersk,TRK1659862513
22277,22836,2026-02-06,6158,27,2775,521,Air,FedEx,TRK4815096137
22278,22837,2025-04-12,48631,20,9664,10,Air,FedEx,TRK9300261400
22279,22837,2025-04-14,48631,20,9664,147,FTL,DHL,TRK4722338053
22280,22839,2026-09-30,234,23,3233,45,Air,XPO,TRK6122914212
22281,22840,2026-07-22,37293,13,8543,240,Parcel,FedEx,TRK3886847118
22282,22840,2026-07-24,37293,13,8543,431,LTL,UPS,TRK2812134822
22283,22841,2025-02-18,1139,17,2686,1,Air,UPS,TRK7562575712
22284,22841,2025-02-20,1139,17,2686,211,FTL,Maersk,TRK9264527239
22285,22842,2025-07-22,4575,8,9296,476,Air,DHL,TRK5116025045
22286,22843,2026-06-01,28476,9,6684,557,FTL,DB Schenker,TRK4934446002
22287,22844,2025-07-14,4796,1,4550,319,Parcel,FedEx,TRK7215270586
22288,22845,2024-08-23,2210,21,2204,468,FTL,DB Schenker,TRK3352803119
22289,22845,2024-08-25,2210,21,2204,236,LTL,DHL,TRK8446476224
22290,22846,2025-06-25,6106,20,6796,75,FTL,UPS,TRK1369222019
22291,22846,2025-06-27,6106,20,6796,440,Parcel,XPO,TRK8416239566
22292,22847,2024-12-21,43829,30,6617,274,Parcel,UPS,TRK1635013174
22293,22848,2025-04-27,10113,2,3087,138,LTL,DHL,TRK2747851978
22294,22850,2024-10-16,8688,35,9026,145,FTL,XPO,TRK1895468978
22295,22850,2024-10-18,8688,35,9026,245,FTL,XPO,TRK8979515587
22296,22851,2026-08-08,8972,18,7779,90,Air,DB Schenker,TRK8399834483
22297,22854,2025-06-20,48931,18,7380,417,Parcel,XPO,TRK6209757819
22298,22855,2025-11-25,48148,8,9171,120,LTL,UPS,TRK5171257211
22299,22856,2026-09-28,4864,25,8331,62,LTL,XPO,TRK6641557847
22300,22858,2025-01-05,44624,33,6515,3,Parcel,Maersk,TRK7656149003
22301,22858,2025-01-07,44624,33,6515,700,LTL,Maersk,TRK5324356728
22302,22859,2024-10-21,546,27,7648,178,Air,UPS,TRK3869606924
22303,22859,2024-10-23,546,27,7648,226,Parcel,XPO,TRK2461750846
22304,22860,2025-03-07,3688,34,7006,564,Air,UPS,TRK9787883359
22305,22861,2026-04-30,38930,8,3995,215,LTL,FedEx,TRK7933991747
22306,22861,2026-05-02,38930,8,3995,270,Parcel,UPS,TRK8414980669
22307,22862,2027-02-03,25588,4,1831,377,Parcel,DB Schenker,TRK1724085307
22308,22863,2025-08-09,22935,19,6473,171,FTL,DHL,TRK5487579747
22309,22864,2026-05-10,39558,16,3322,117,Parcel,DB Schenker,TRK8761373581
22310,22867,2026-09-30,44237,34,8660,401,FTL,XPO,TRK5240055745
22311,22869,2025-12-28,38914,3,3433,199,FTL,UPS,TRK3734937233
22312,22870,2026-08-03,960,23,7082,202,FTL,UPS,TRK8503442816
22313,22871,2027-02-24,6404,1,7981,319,FTL,Maersk,TRK4761457894
22314,22872,2025-02-23,4961,10,1375,3,FTL,Maersk,TRK4020844621
22315,22872,2025-02-25,4961,10,1375,23,Parcel,XPO,TRK7392119534
22316,22874,2026-02-05,2828,15,4030,294,LTL,DHL,TRK8663137558
22317,22875,2024-10-27,30059,28,4761,151,Parcel,XPO,TRK9026731547
22318,22876,2026-04-07,15808,20,9736,227,LTL,DHL,TRK2940523978
22319,22877,2025-02-14,46549,19,1900,224,Air,Maersk,TRK2171490033
22320,22878,2025-07-17,15978,19,9446,148,Air,FedEx,TRK5657852615
22321,22879,2025-04-01,450,21,9543,260,FTL,UPS,TRK9757825541
22322,22880,2026-05-26,9147,14,7911,430,Parcel,DB Schenker,TRK1607342055
22323,22884,2026-01-03,31478,30,369,481,FTL,DHL,TRK1613937309
22324,22885,2026-04-21,9220,22,494,144,Air,Maersk,TRK4061640895
22325,22886,2026-09-20,48131,23,1968,88,LTL,Maersk,TRK3611202855
22326,22886,2026-09-22,48131,23,1968,44,Air,DB Schenker,TRK5730170654
22327,22887,2026-03-21,6727,1,4883,204,FTL,Maersk,TRK5972007274
22328,22888,2025-06-11,5748,10,3151,676,Parcel,UPS,TRK9157958030
22329,22889,2025-09-01,30083,28,3476,125,Air,UPS,TRK9011016093
22330,22890,2025-01-17,26234,27,8046,533,Parcel,DHL,TRK5139621180
22331,22891,2026-05-02,28001,34,1641,638,LTL,DHL,TRK3048046845
22332,22893,2026-10-03,9059,23,2876,47,Air,DB Schenker,TRK3921369847
22333,22894,2024-12-10,36529,15,3130,227,FTL,XPO,TRK6535192748
22334,22894,2024-12-12,36529,15,3130,264,LTL,UPS,TRK1242849303
22335,22895,2024-10-25,5020,17,9387,147,Parcel,Maersk,TRK5295145294
22336,22898,2026-10-09,10143,4,8946,182,Parcel,FedEx,TRK6328032704
22337,22899,2026-11-05,35878,10,9585,588,Parcel,FedEx,TRK7485661595
22338,22900,2025-05-15,23678,22,7447,192,Parcel,DB Schenker,TRK7945489215
22339,22901,2026-04-10,1513,21,5797,189,Parcel,FedEx,TRK4638745269
22340,22902,2026-07-07,30972,35,4445,70,FTL,DHL,TRK2651671663
22341,22902,2026-07-09,30972,35,4445,74,Air,FedEx,TRK2217622968
22342,22903,2025-02-12,4903,25,4149,225,Air,UPS,TRK6929505912
22343,22903,2025-02-14,4903,25,4149,271,LTL,DB Schenker,TRK2836326691
22344,22906,2026-04-17,5933,1,976,569,Air,DHL,TRK7443470651
22345,22907,2026-10-12,24643,28,3280,552,Air,Maersk,TRK9539762542
22346,22908,2025-08-11,23267,6,735,486,Parcel,DHL,TRK6401632939
